5,The Little Mermaid,Hans Christian Andersen
5,The Ugly Duckling,Hans Christian Andersen
5,Book of Nonsense,Edward Lear,Edward Lear
5,Max and Moritz,Henrich Christian Wilhelm Busch,Heinrich Christian Wilhelm Busch
5,The Magic Fishbone,Charles Dickens,John Gilbert
5,The House that Jack Built,Unknown,Randolph Caldecott
5,Cole's Funny Picture Book,Edward William Cole,Edward William Cole
5,A Child's Garden of Verses,Robert Louis Stevenson,Charles Robinson
5,The Blue Fairy Book,Andrew Lang,Henry J. Ford
5,The Jungle Book,Rudyard Kipling,John L. Kipling
5,Perez the Mouse,Luis Coloma,Luis Coloma
5,Just So Stories,Rudyard Kipling,Rudyard Kipling
5,The Dutch Twins,Lucy Fitch Perkins,Lucy Fitch Perkins
5,The Adventures of Maya the Bee,Waldemar Bonsels
5,Josephine and Her Dolls,H.C. Cradock,Honor C. Appleton
5,The Magic Pudding,Norman Lindsay,Norman Lindsay
5,Tales of Snugglepot and Cuddlepie,May Gibbs,May Gibbs
5,Ameliaranne and the Green Umbrella,Constance Heward,Susan Pearse
5,Rupert the Bear,Mary Tourtel,Mary Tourtel
5,Velveteen Rabbit,Margery Williams,William Nicholson
5,Come Hither,Walter de la Mare,Alec Buckels
5,When We Were Very Young,A.A. Milne,E.H. Shepard
5,Now We Are Six,A.A. Milne,E.H. Shepard
5,Milly-Molly-Mandy Stories,Joyce Lankester Brisley,Joyce Lankester Brisley
5,Millions of Catls,Wanda Gag,Wanda Gag
5,"The Squirrel, the Hare and the Little Grey Rabbit",Alison Uttley,Margaret Tempest
5,All About Doggie and Pussycat,Josef Capek,Josef Capek
5,The Wonderful Farm,Marcel Ayme,Natalie Parain
5,Little Time and the Brave Sea Captain,Edward Ardizzone,Edward Ardizzone
5,Elsie Piddock Skips in Her Sleep,Eleanor Farjeon
5,Mr. Popper's Penguins,Richard Atwater,Robert Lawson
5,The Little Wooden Horse,Ursula M. Williams,Joyce L. Brisley
5,Caps for Sale,Esphyr Slobodkina,Esphyr Slobodkina
5,Michka,Marie Colmont,Feodor Rojankovsky
5,The Little Red Engine Gets a Name,Diana Ross,Jan Lewitt and Geroge Him
5,Tweet Tweet,Ludmila Podjavorinska,Ludmila Podjavorinska
5,Tales and Legends,Javier Villafane,Tabare
5,Pippi Longstocking,Astrid Lindgren,Astrid Lindgren
5,Stone Soup,Marcia Brown,Marcia Brown
5,The Doll's House,Rumer Godden
5,My Father's Dragon,Ruth S. Gannett,Ruth C. Gannett
5,Blueberries for Sal,Robert McCloskey,Robert McCloskey
5,Apoutsiak,Paul-Emile Victor,Paul-Emile Victor
5,Foxie,Ingri and Edgar Parine D'Aulaire,Ingri and Edgar Parin D'Aulaire
5,Peanuts,Charles M. Schulz,Charles M. Schulz
5,Roule Galette,Natha Caputo,Pierre Belves
5,One Morning in Maine,Robert McCloskey,Robert McCloskey
5,The Bears on Hemlock Mountain,Alice Dalgliesh,Helen Sewell
5,The Biggest Bear,Lynd Ward,Lynd Ward
5,The Little Horse Bus,Graham Greene,Dorothy Craigie
5,Charlotte's Web,E.B. White,Garth Williams
5,Marlaguette,Marie Colmont,Gerda Muller
5,Jip and Janneke,Annie M.G. Schmidt
5,Teddy Robinson Stories,Joan G. Robinson,Joan G. Robinson
5,Detectives in Togas,Henry Winterfeld,Charlotte Kleinert
5,Harold and the Purple Crayon,Crockett Johnson,Crockett Johnson
5,Clevery Polly and the Stupid Wolf,Catherine Storr,Marjorie-Ann Watts
5,A Toad Who Wanted to Be A Starr,Oscar Alfaro
5,Italian Folktales,Italo Calvino
5,A Tree is Nice,Janice May Udry,Marc Simont
5,Captain Pugwash,John Ryan,John Ryan
5,Crictor,Tomi Ungerer,Tomi Ungerer
5,Chanticleer and the Fox,Barbara Cooney,Barbara Cooney
5,Little Old Mrs. Pepperpot,Alf Proysen,Bjorn Berg
5,Little Nicholas,Rene Goscinny,Jacques Sempe
5,Are You My Mother?,P.D. Eastman,P.D. Eastman
5,The Orange Cow,Nathan Hale,Lucille Butel
5,The Three Robbers,Tomi Ungerer,Tomi Ungerer
5,Old Master Q,Wong Chak,Wong Chak
5,The Robber Hotzenplotz,Otfried Preubler,Franz Josef Tripp
5,The Snowy Day,Ezra Jack Keats,Ezra Jack Keats
5,Mr. Rabbit and the Lovely Present,Charlotte Zolotow,Maurice Sendak
5,Borka,John Birmingham,John Birmingham
5,Swimmy,Leo Lionni,Leo Lionni
5,Amelia Bedelia,Peggy Parish,Fritz Siebel
5,The Dreams of the Toad,Javier Villafane,Tabare
5,The Black Smurfs,Peyo,Peyo
5,Flat Stanley,Jeff Brown,Tomi Ungerer
5,The Giving Tree,Shel Silverstein,Shel Silverstein
5,Dailan Kifki,Maria Elena Walsh,S. Lavandeira
5,Gumdrop,Val Biro,Val Biro
5,Frederick,Leo Lionni,Leo Lionni
5,Cion Cion Blue,Pinin Carpi,Iris de Paoli
5,The Tiger Who Came to Tea,Judith Kerr,Judith Kerr
5,The Best Nest,P.D. Eastman,P.D. Eastman
5,Kangaroo for All,Gloria Fuertes,Gloria Fuertes
5,Ramona the Pest,Beverly Cleary,Louis Darling
5,A Necklace of Raindrops,Joan Aiken,Jan Pienkowski
5,The Duck in the Gun,Joy Cowley,Edward Sorel
5,Sylvester and the Magic Pebble,William Steig,William Steig
5,A Lion in the Meadow,Margaret Mahy,Jenny Williams
5,Joseph's Yard,Charles Keeping,Charles Keeping
5,Frog and Toad are Friends,Arnold Lobel,Arnold Lobel
5,Mog the Forgetful Cat,Judith Kerr,Judith Kerr
5,Figgie Hobbin,Charles Hobbin,Pat Marriott
5,Hodja From Pjort,Ole Lund Kirkegaard,Ole Lund Kirkegaard
5,Tow Truck Pluk,Annie M.G. Schmidt,Fiep Westendorp
5,Leo the Late Bloomer,Robert Kraus,Jose Aruego
5,Amos & Boris,William Steig,William Steig
5,Ballooon Cat,Keiko Sena,Keiko Sena
5,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,Ray Cruz
5,The Giant Jam Sandwich,Janet Burroway,John Vernon Lord
5,Dinosaurs and All That Rubbish,Michael Foreman,Michael Foreman
5,The Companions,Lygia Bojunga Nunes
5,The Real Thief,William Steig,William Steig
5,Mind You Own Business,Michael Rosen,Quentin Blake
5,There the Sidewalk Ends,Shel Silverstein,Shel Silverstein
5,The Worst Witch,Jill Murphy,Jill Murphy
5,Strega Nona,Tomie DePaola,Tomie DePaola
5,Why Mosquitoes Buzz in People's Ears,Verna Aardema,D. And L. Dillon
5,Mr. And Mrs. Pig's Evening Out,Mary Rayner,Mary Rayner
5,"John Brown, Rose and the Midnight Cat",Jenny Wagner,Ron Brooks
5,"Come Away from the Water, Shirley",John Birmingham,John Birmingham
5,The Lighthouse Keeper's Lunch,Ronda Armitage,David Armitage
5,Teo Discovers the World,Violeta Denou,Violeta Denou
5,On the Antilles Sea in a Paper Boat,Nicolas Guillen,Rapi Diego
5,Fungus the Bogeyman,Raymond Briggs,Raymond Briggs
5,Loon's Necklace,William Toye,Elizabeth Cleaver
5,A Walk in the Park,Anthony Browne,Anthony Browne
5,Miss Nelson is Missing!,Harry Allard,James Marshall
5,Anno's Journey,,Mitsumasa Anno
5,The Cat that Lived a Million Times,Yoko Sano,Yoko Sano
5,The Battle of Bubble and Squeak,Philippa Pearce,Alan Baker
5,Cloudy with a Chance of Meatballs,Judi Barrett,Ron Barrett
5,The Girl Who Loved Wild Horses,Paul Goble,Paul Goble
5,A Pocket for Corduroy,Don Freeman,Don Freeman
5,The Quinkins,Percy Trezise and Dick Roughsey,Percy Trezise and Dick Roughsey
5,The Enormous Crocodile,Roald Dahl,Quentin Blake
5,Haunted House,Jan Pienkowski,Jan Pienkowski
5,The Prince of Motordu,Pef,Pef
5,"Not Now, Bernard",David McKee,David McKee
5,The Paper Bag Princess,Robert Munsch,Michael Martchenko
5,Jumanji,Chris Van Allsburg,Chris Van Allsburg
5,Mr. Fox,Gavin Bishop,Gavin Bishop
5,A Chair for My Mother,Vera B. Williams,Vera B. Williams
5,Doctor De Soto,William Steig,William Steig
5,Two Little Bears,Hanna Muschg,Kathi Bhend
5,The Big Sister,Siv Widerberg,Cecilia Torudd
5,Dragon Ball,Akira Toriyama,Akira Toriyama
5,Mr. Majeika,Humphrey Carpenter,Frank Rodgers
5,The New Kid on the Block,Jack Prelutsky,James Stevenson
5,Katie Morag Delivers the Mail,Mairi Hedderwick,Mairi Hedderwick
5,If You Give a Mouse a Cookie,Laura Joffe Numberoff,Felicia Bond
5,The People Could Fly,Virginia Hamilton,Diane & Leo Dillon
5,Not So Fast Songololo,Niki Daly,Niki Daly
5,Linnea in Monet's Garden,Christina Bjork,Lena Anderson
5,The Polar Express,Chris Van Allsburg,Chris Van Allsburg
5,The Jolly Postman,Allan Ahlberg,Janet Ahlberg
5,Animalia,Graeme Base,Graeme Base
5,"Hey, Al",Arthur Yorinks,Richard Egielski
5,The Hound of the Mound and the Frog of the Bog,Ana Maria Machado,Irene Savino
5,Lend Me Your Wings,John Agard,Adrienne Kennaway
5,Henry and Mudge,Cynthia Rylant,Sucie Stevenson
5,My Place,Nadia Wheatley,Donna Rawlins
5,The Hodgeheg,Dick King-Smith,Ann Kronheimer
5,A Balloon for Grandad,Nigel Gray,Jane Ray
5,Anancy Spiderman,James Berry,Joseph Oiobu
5,Drac and the Gremlin,Allan Baillie,Jane Tanner
5,Matilda,Roald Dahl,Quentin Blake
5,The Keeping Quilt,Patricia Polacco,Patricia Polacco
5,Joyful Noise,Paul Fleishman,Eric Beddows
5,Lon Po Po,Ed Young,Ed Young
5,The True Story of the Three Little Pigs,Jon Scieska,Lane Smith
5,"Oh, the Places You'll Go!",Dr. Seuss,Dr. Seuss
5,Else-Marie and Her Seven Little Daddies,Pija Lindenbaum,Pija Lindenbaum
5,My Friend Percy's Magical Gym Shoes,Ulf Stark,Olof Landstrom
5,Tar Beach,Faith Ringgold,Faith Ringgold
5,The Stinky Cheese Man,Jon Scieska,Lane Smith
5,The Little Bird,Paro Anand,Paro Anand
5,Friends from the Other Side,Gloria Anzaldua,Consuelo Mendez
5,Stellaluna,Janell Cannon,Janell Cannon
5,Horrid Henry,Francesca Simon,Tony Ross
5,Old Tom,Leigh Hobbs,Leigh Hobbs
5,Jennifer Jones Won't Leave Me Alone,Frieda Wishinsky,Linda Hendry
5,Math Curse,Jon Scieska,Lane Smith
5,Moka the Cow,Agostino Traini,Agostino Traini
5,Lilly's Purple Plastic Purse,Kevin Henkes,Kevin Henkes
5,The Sea at the End of the Forest,Pinin Carpi,Pinin Carpi
5,My Kingdom for a Horse,Ana Maria Machado,Elisabeth Teixeira
5,The Great Escape from City Zoo,Tohby Riddle,Tohby Riddle
5,Henry and Amy,Stephen Michael King
5,A Bad Case of Stripes,David Shannon,David Shannon
5,Rumpelstiltskin and Other Grimm Tales,Carol Ann Duffy,Marketa Prachaticka
5,The Death Book,Pernilla Stalfelt,Pernilla Stalfelt
5,I Will Not Ever Never Eat a Tomato,Lauren Child,Lauren Child
5,Fox,Margaret Wild,Ron Brooks
5,The Three Pigs,David Wiesner,David Wiesner
5,Dodo Gets Married,Petra Mathers,Petra Mathers
5,Ug: Boy Genius of the Stone Age,Raymond Briggs,Raymond Briggs
5,The Love Book,Pernilla Stalfelt,Pernilla Stalfelt
5,That Pesky Rat,Lauren Child,Lauren Child
5,Beegu,Alexis Deacon,Alexis Deacon
5,Bridget and the Moose Brothers,Pija Lindenbaum,Pija Lindenbaum
5,The Day the Babies Crawled Away,Peggy Rathmann,Peggy Rathmann
5,The Biggest Kiss in the World,R. Chavez Castaneda,M. Rodriguez
5,I Hate School,Jeanne Willis,Tony Ross
5,Skippyjon Jones,Judy Schachner,Judy Schachner
5,Constable Sniffler,Asko Sirkia,Pirjo Lipponen
5,The Girl and the Jackdaw Tree,Ritta Jalonen,Kristiina Louhi
5,You're All My Favourites,Sam McBratney,Anita Jeram
5,Are We There Yet?,Alison Lester,Alison Lester
5,The Sea Monster,Christopher Wormell,Christopher Wormell
5,Zen Shorts,Jon J Muth,Jon J Muth
5,"Leonardo, the Terrible Monster",Mo Willems,Mo Willems
5,"Llama, Llama, Red Pajama",Anna Dewdney,Anna Dewdney
5,Wolves,Emily Gravett,Emily Gravett
5,The Boy Who Grew Flowers,Jen Woktowicz,Steve Adams
5,Snip Snap,Mara Bergman,Nick Maland
5,The Night Pirates,Peter Harris,Deborah Allwright
5,Flotsam,David Wiesner,David Wiesner
5,In Mr. Thunder's House,Guido Quarzo,Fabrizio Monetti
5,The Adventures of the Dish and the Spoon,Mini Grey,Mini Grey
8,Aesop's Fables,Aesop
8,Arabian Nights,Unknown
8,Fairy Tales,Marie Catherine Baronne D'Aulnoy
8,Robinson the Younger,Johann Heinrich Campe
8,Tales from Shakespeare,Charles and Mary Lamb
8,The Swiss Family Robinson,Johann D. Wyss,Johann E. Wyss
8,The Nutcracker and Other Tales,E.T.A. Hoffmann
8,The Pied Piper of Hamelin,Robert Browning
8,A Christmas Carol,Charles Dickens,John Leech
8,Der Struwwelpeter,Heinrich Hoffman,Heinrich Hoffman
8,Morality Tales,Rafael Pombo
8,The Water-Babies,Charles L. Kinsley,J. Noel Paton
8,Sophie's Misfortunes,"Sophie Rostopchine, Countess of Segur",Horace Castelli
8,Alice's Adventures in Wonderland,Lewis Carroll,Sir John Tenniel
8,Through the Looking Glass,Lewis Carroll,Sir John Tenniel
8,At the Back of the North Wind,George MacDonald,A. Hughes
8,The Adventures of Tom Sawyer,Mark Twain
8,Black Beauty,Anna Sewell
8,The Cuckoo Clock,Mrs. Molesworth,Walter Crane
8,The Princess and the Goblin,George MacDonald,Arthur Hughes
8,Nobody's Boy,Hector Malot,Emile Bayard
8,Simple National Slovak Tales,Pavol Dobsinsky,Pavol Dobinsky
8,Uncle Remus Stories,Joel Chandler Harris
8,The Prince and the Pauper,Mark Twain,"Frank Merrill, John Harley, and L.S. Ipsen"
8,Bevis,Richard Jefferies
8,Pinocchio,Carlo Collodi,Enrico Mazzanti
8,Treasure Island,Robert Louis Stevenson
8,Adventures of Huckleberry Finn,Mark Twain,Edward W. Kemble
8,Little Lord Fauntleroy,Frances Hodgson Burnett,Reginald Birch
8,The Canterville Ghost,Oscar Wilde,Frederick Henry Townsend
8,The Happy Prince,Oscar Wilde,Walter Crane and George Percy Jacomb Hood
8,Carrot Top,Jules Renard,Felix Vallotton
8,Moonfleet,J. Meade Faulkner,J. Mead Faulkner
8,The Black Corsair,Emilio Salgari,Pipein Gamba
8,The Story of the Treasure Seekers,E. Nesbit,Gordon Browne and Lewis Baumer
8,The Wonderful Wizard of Oz,L. Frank Baum,William Wallace Denslow
8,Queen of the Caribbean,Emilio Salgari,Pipein Gamba
8,Sussi and Biribissi,Collodi Nipote,Collodi Nipote
8,Five Children and It,E. Nesbit,H.R. Millar
8,Rebecca of Sunnybrook Farm,Kate Douglas Wiggin,Helen Mason Grose
8,The Bobbsey Twins,Laura Lee Hope,Martha E. Miller
8,A Little Princess,Frances Hodgson Burnett,Harold Piffard
8,Captain Storm,Emilio Salgari,Alberto della Valle
8,Becassine,Jacqueline Riviere,Joseph Pinchon
8,Paul Street Boys,Ferenc Molnar
8,Peter Pan,J.M. Barrie,Arthur Rackham
8,Cautionary Tales for Children,Hilaire Belloc,B.T.B
8,"Arsene Lupin, Gentleman-Burglar",Maurice Leblanc
8,The Wonderful Adventures of Nils,Selma Lagerlof
8,The Wind in the Willows,Kenneth Grahame
8,Anne of Green Gables,Lucy Maud Montgomery,May and William Claus
8,The Extraordinary Adventures of Massagran,Josep Maria Folch i Torres,Joan Garcia Junceda i Supervia
8,The Secret Garden,Frances Hodgson Burnett,C. Robinson
8,The Adventures of Gian Burrasca,Vamba,Vamba
8,Nesthakchen,Else Ury
8,Pollyanna,Eleanor H. Porter
8,Platero and I,Juan Ramon Jimenez
8,The Young Visiters,Daisy Ashford
8,The Story of Doctor Doolitle,Hugh Lofting,Hugh Lofting
8,Just William,Richmal Crompton,Thomas Henry
8,The Boxcar Children,Gertrude Chandler Warner
8,The School at the Chalet,Elinor M. Brent-Dyer,Nina K. Brisley
8,The Hardy Boys 1: The Tower Treasure,Franklin W. Dixon
8,Tintin in the Land of the Soviets,Herge,Herge
8,Emil and the Detectives,Erich Kastner,Walter Trier
8,What Celia Says,Elena Fortun,Molina Gallent
8,Swallows and Amazons,Arthur Ransome,Arthur Ransome
8,The Secret of the Old Clock,Carolyn Keene
8,Kubula and Kuba Kubikula,Vladislav Vancura,Ondrej Sekora
8,The Red U: A Story for Lads,Wilhelm Matthiessen
8,Little House in the Big Woods,Laura Ingalls Wilder,Garth Williams
8,Farmer Boy,Laura Ingalls Wilder,Garth Williams
8,Professor Branestawm,Norman Hunter,W. Heath Robinson
8,Night in the Galactic Railroad,Kenji Miyazawa,Bryn Barnard
8,Mary Poppins,P.L. Travers,Mary Shepard
8,Little House on the Prairie,Laura Ingalls Wilder,Garth Williams
8,The Good Master,Kate Seredy,Kate Seredy
8,The Box of Delights,John Masefield
8,A Pony for Jean,Joanna Cannan,Anne Bullen
8,Ballet Shoes,Noel Streatfeild,Ruth Gervis
8,Worzel Gummidge,Barbara Euphan Todd,E. Alldridge
8,Pigeon Post,Arthur Ransome,Arthur Ransome
8,The Adventures of the Wishing Chair,Enid Blyton,Hilda McGavin
8,The Far-Distant Oxus,K. Hull and P. Whitlock,P. Whitlock
8,The Family from One End Street,Eve Garnett,Eve Garnett
8,The Hobbit,J.R.R. Tolkien,J.R.R. Tolkien
8,The Red Pony,John Steinbeck
8,My Friend Mr. Leakey,J.B.S. Haldane
8,The Circus is Coming,Noel Streatfeild,Stephen Spurrier
8,The Sword in the Stone,T.H. White
8,Old Possum's Book of Practical Cats,T.S. Eliot,Nicolas Clerihew Bentley
8,The Ship That Flew,Hilda Lewis,Nora Lavrin
8,A Traveller in Time,Alison Uttley
8,Lassie Come-Home,Eric Knight,Marguerite Kirmse
8,Betsy-Tacy,Maud Hart Lovelace,Lois Lenski
8,The Black Stallion,Walter Farley,Keith Ward
8,The Swish of the Curtain,Pamela Brown
